x,u,nu
0.27,0.300055078,0.01
0.271,0.300053184,0.01
0.272,0.300051355,0.01
0.273,0.300049589,0.01
0.274,0.300047883,0.01
0.275,0.300046237,0.01
0.276,0.300044646,0.01
0.277,0.300043111,0.01
0.278,0.300041628,0.01
0.279,0.300040196,0.01
0.28,0.300038814,0.01
0.281,0.300037479,0.01
0.282,0.30003619,0.01
0.283,0.300034945,0.01
0.284,0.300033743,0.01
0.285,0.300032583,0.01
0.286,0.300031462,0.01
0.287,0.30003038,0.01
0.288,0.300029335,0.01
0.289,0.300028326,0.01
0.29,0.300027352,0.01
0.291,0.300026411,0.01
0.292,0.300025503,0.01
0.293,0.300024626,0.01
0.294,0.300023779,0.01
0.295,0.300022961,0.01
0.296,0.300022171,0.01
0.297,0.300021409,0.01
0.298,0.300020673,0.01
0.299,0.300019962,0.01
0.3,0.300019275,0.01
0.301,0.300018612,0.01
0.302,0.300017972,0.01
0.303,0.300017354,0.01
0.304,0.300016757,0.01
0.305,0.300016181,0.01
0.306,0.300015624,0.01
0.307,0.300015087,0.01
0.308,0.300014568,0.01
0.309,0.300014067,0.01
0.31,0.300013583,0.01
0.311,0.300013116,0.01
0.312,0.300012665,0.01
0.313,0.300012229,0.01
0.314,0.300011808,0.01
0.315,0.300011402,0.01
0.316,0.30001101,0.01
0.317,0.300010631,0.01
0.318,0.300010266,0.01
0.319,0.300009913,0.01
0.32,0.300009572,0.01
0.321,0.300009243,0.01
0.322,0.300008925,0.01
0.323,0.300008618,0.01
0.324,0.300008321,0.01
0.325,0.300008035,0.01
0.326,0.300007759,0.01
0.327,0.300007492,0.01
0.328,0.300007234,0.01
0.329,0.300006985,0.01
0.33,0.300006745,0.01
0.331,0.300006513,0.01
0.332,0.300006289,0.01
0.333,0.300006073,0.01
0.334,0.300005864,0.01
0.335,0.300005662,0.01
0.336,0.300005468,0.01
0.337,0.300005279,0.01
0.338,0.300005098,0.01
0.339,0.300004923,0.01
0.34,0.300004753,0.01
0.341,0.30000459,0.01
0.342,0.300004432,0.01
0.343,0.300004279,0.01
0.344,0.300004132,0.01
0.345,0.30000399,0.01
0.346,0.300003853,0.01
0.347,0.30000372,0.01
0.348,0.300003592,0.01
0.349,0.300003469,0.01
0.35,0.30000335,0.01
0.351,0.300003234,0.01
0.352,0.300003123,0.01
0.353,0.300003016,0.01
0.354,0.300002912,0.01
0.355,0.300002812,0.01
0.356,0.300002715,0.01
0.357,0.300002622,0.01
0.358,0.300002532,0.01
0.359,0.300002444,0.01
0.36,0.30000236,0.01
0.361,0.300002279,0.01
0.362,0.300002201,0.01
0.363,0.300002125,0.01
0.364,0.300002052,0.01
0.365,0.300001981,0.01
0.366,0.300001913,0.01
0.367,0.300001847,0.01
0.368,0.300001784,0.01
0.369,0.300001723,0.01
0.37,0.300001663,0.01
0.371,0.300001606,0.01
0.372,0.300001551,0.01
0.373,0.300001498,0.01
0.374,0.300001446,0.01
0.375,0.300001396,0.01
0.376,0.300001348,0.01
0.377,0.300001302,0.01
0.378,0.300001257,0.01
0.379,0.300001214,0.01
0.38,0.300001172,0.01
0.381,0.300001132,0.01
0.382,0.300001093,0.01
0.383,0.300001055,0.01
0.384,0.300001019,0.01
0.385,0.300000984,0.01
0.386,0.30000095,0.01
0.387,0.300000917,0.01
0.388,0.300000886,0.01
0.389,0.300000855,0.01
0.39,0.300000826,0.01
0.391,0.300000798,0.01
0.392,0.30000077,0.01
0.393,0.300000744,0.01
0.394,0.300000718,0.01
0.395,0.300000693,0.01
0.396,0.30000067,0.01
0.397,0.300000647,0.01
0.398,0.300000624,0.01
0.399,0.300000603,0.01
0.4,0.300000582,0.01
0.401,0.300000562,0.01
0.402,0.300000543,0.01
0.403,0.300000524,0.01
0.404,0.300000506,0.01
0.405,0.300000489,0.01
0.406,0.300000472,0.01
0.407,0.300000456,0.01
0.408,0.30000044,0.01
0.409,0.300000425,0.01
0.41,0.30000041,0.01
0.411,0.300000396,0.01
0.412,0.300000382,0.01
0.413,0.300000369,0.01
0.414,0.300000357,0.01
0.415,0.300000344,0.01
0.416,0.300000332,0.01
0.417,0.300000321,0.01
0.418,0.30000031,0.01
0.419,0.300000299,0.01
0.42,0.300000289,0.01
0.421,0.300000279,0.01
0.422,0.30000027,0.01
0.423,0.30000026,0.01
0.424,0.300000251,0.01
0.425,0.300000243,0.01
0.426,0.300000234,0.01
0.427,0.300000226,0.01
0.428,0.300000218,0.01
0.429,0.300000211,0.01
0.43,0.300000204,0.01
0.431,0.300000197,0.01
0.432,0.30000019,0.01
0.433,0.300000183,0.01
0.434,0.300000177,0.01
0.435,0.300000171,0.01
0.436,0.300000165,0.01
0.437,0.300000159,0.01
0.438,0.300000154,0.01
0.439,0.300000149,0.01
0.44,0.300000144,0.01
0.441,0.300000139,0.01
0.442,0.300000134,0.01
0.443,0.300000129,0.01
0.444,0.300000125,0.01
0.445,0.30000012,0.01
0.446,0.300000116,0.01
0.447,0.300000112,0.01
0.448,0.300000108,0.01
0.449,0.300000105,0.01
0.45,0.300000101,0.01
0.451,0.300000098,0.01
0.452,0.300000094,0.01
0.453,0.300000091,0.01
0.454,0.300000088,0.01
0.455,0.300000085,0.01
0.456,0.300000082,0.01
0.457,0.300000079,0.01
0.458,0.300000076,0.01
0.459,0.300000074,0.01
0.46,0.300000071,0.01
0.461,0.300000069,0.01
0.462,0.300000066,0.01
0.463,0.300000064,0.01
0.464,0.300000062,0.01
0.465,0.30000006,0.01
0.466,0.300000058,0.01
0.467,0.300000056,0.01
0.468,0.300000054,0.01
0.469,0.300000052,0.01
0.47,0.30000005,0.01
0.471,0.300000049,0.01
0.472,0.300000047,0.01
0.473,0.300000045,0.01
0.474,0.300000044,0.01
0.475,0.300000042,0.01
0.476,0.300000041,0.01
0.477,0.300000039,0.01
0.478,0.300000038,0.01
0.479,0.300000037,0.01
0.48,0.300000035,0.01
0.481,0.300000034,0.01
0.482,0.300000033,0.01
0.483,0.300000032,0.01
0.484,0.300000031,0.01
0.485,0.30000003,0.01
0.486,0.300000029,0.01
0.487,0.300000028,0.01
0.488,0.300000027,0.01
0.489,0.300000026,0.01
0.49,0.300000025,0.01
0.491,0.300000024,0.01
0.492,0.300000023,0.01
0.493,0.300000022,0.01
0.494,0.300000022,0.01
0.495,0.300000021,0.01
0.496,0.30000002,0.01
0.497,0.30000002,0.01
0.498,0.300000019,0.01
0.499,0.300000018,0.01
0.5,0.300000018,0.01
0.501,0.300000017,0.01
0.502,0.300000016,0.01
0.503,0.300000016,0.01
0.504,0.300000015,0.01
0.505,0.300000015,0.01
0.506,0.300000014,0.01
0.507,0.300000014,0.01
0.508,0.300000013,0.01
0.509,0.300000013,0.01
0.51,0.300000012,0.01
0.511,0.300000012,0.01
0.512,0.300000012,0.01
0.513,0.300000011,0.01
0.514,0.300000011,0.01
0.515,0.30000001,0.01
0.516,0.30000001,0.01
0.517,0.30000001,0.01
0.518,0.300000009,0.01
0.519,0.300000009,0.01
0.52,0.300000009,0.01
0.521,0.300000008,0.01
0.522,0.300000008,0.01
0.523,0.300000008,0.01
0.524,0.300000008,0.01
0.525,0.300000007,0.01
0.526,0.300000007,0.01
0.527,0.300000007,0.01
0.528,0.300000007,0.01
0.529,0.300000006,0.01
0.53,0.300000006,0.01
0.531,0.300000006,0.01
0.532,0.300000006,0.01
0.533,0.300000006,0.01
0.534,0.300000005,0.01
0.535,0.300000005,0.01
0.536,0.300000005,0.01
0.537,0.300000005,0.01
0.538,0.300000005,0.01
0.539,0.300000004,0.01
0.54,0.300000004,0.01
0.541,0.300000004,0.01
0.542,0.300000004,0.01
0.543,0.300000004,0.01
0.544,0.300000004,0.01
0.545,0.300000004,0.01
0.546,0.300000004,0.01
0.547,0.300000003,0.01
0.548,0.300000003,0.01
0.549,0.300000003,0.01
0.55,0.300000003,0.01
0.551,0.300000003,0.01
0.552,0.300000003,0.01
0.553,0.300000003,0.01
0.554,0.300000003,0.01
0.555,0.300000003,0.01
0.556,0.300000002,0.01
0.557,0.300000002,0.01
0.558,0.300000002,0.01
0.559,0.300000002,0.01
0.56,0.300000002,0.01
0.561,0.300000002,0.01
0.562,0.300000002,0.01
0.563,0.300000002,0.01
0.564,0.300000002,0.01
0.565,0.300000002,0.01
0.566,0.300000002,0.01
0.567,0.300000002,0.01
0.568,0.300000002,0.01
0.569,0.300000002,0.01
0.57,0.300000002,0.01
0.571,0.300000001,0.01
0.572,0.300000001,0.01
0.573,0.300000001,0.01
0.574,0.300000001,0.01
0.575,0.300000001,0.01
0.576,0.300000001,0.01
0.577,0.300000001,0.01
0.578,0.300000001,0.01
0.579,0.300000001,0.01
0.58,0.300000001,0.01
0.581,0.300000001,0.01
0.582,0.300000001,0.01
0.583,0.300000001,0.01
0.584,0.300000001,0.01
0.585,0.300000001,0.01
0.586,0.300000001,0.01
0.587,0.300000001,0.01
0.588,0.300000001,0.01
0.589,0.300000001,0.01
0.59,0.300000001,0.01
0.591,0.300000001,0.01
0.592,0.300000001,0.01
0.593,0.300000001,0.01
0.594,0.300000001,0.01
0.595,0.300000001,0.01
0.596,0.300000001,0.01
0.597,0.300000001,0.01
0.598,0.300000001,0.01
0.599,0.300000001,0.01
0.6,0.300000001,0.01
0.601,0.300000001,0.01
0.602,0.3,0.01
0.603,0.3,0.01
0.604,0.3,0.01
0.605,0.3,0.01
0.606,0.3,0.01
0.607,0.3,0.01
0.608,0.3,0.01
0.609,0.3,0.01
0.61,0.3,0.01
0.611,0.3,0.01
0.612,0.3,0.01
0.613,0.3,0.01
0.614,0.3,0.01
0.615,0.3,0.01
0.616,0.3,0.01
0.617,0.3,0.01
0.618,0.3,0.01
0.619,0.3,0.01
0.62,0.3,0.01
0.621,0.3,0.01
0.622,0.3,0.01
0.623,0.3,0.01
0.624,0.3,0.01
0.625,0.3,0.01
0.626,0.3,0.01
0.627,0.3,0.01
0.628,0.3,0.01
0.629,0.3,0.01
0.63,0.3,0.01
0.631,0.3,0.01
0.632,0.3,0.01
0.633,0.3,0.01
0.634,0.3,0.01
0.635,0.3,0.01
0.636,0.3,0.01
0.637,0.3,0.01
0.638,0.3,0.01
0.639,0.3,0.01
0.64,0.3,0.01
0.641,0.3,0.01
0.642,0.3,0.01
0.643,0.3,0.01
0.644,0.3,0.01
0.645,0.3,0.01
0.646,0.3,0.01
0.647,0.3,0.01
0.648,0.3,0.01
0.649,0.3,0.01
0.65,0.3,0.01
0.651,0.3,0.01
0.652,0.3,0.01
0.653,0.3,0.01
0.654,0.3,0.01
0.655,0.3,0.01
0.656,0.3,0.01
0.657,0.3,0.01
0.658,0.3,0.01
0.659,0.3,0.01
0.66,0.3,0.01
0.661,0.3,0.01
0.662,0.3,0.01
0.663,0.3,0.01
0.664,0.3,0.01
0.665,0.3,0.01
0.666,0.3,0.01
0.667,0.3,0.01
0.668,0.3,0.01
0.669,0.3,0.01
0.67,0.3,0.01
0.671,0.3,0.01
0.672,0.3,0.01
0.673,0.3,0.01
0.674,0.3,0.01
0.675,0.3,0.01
0.676,0.3,0.01
0.677,0.3,0.01
0.678,0.3,0.01
0.679,0.3,0.01
0.68,0.3,0.01
0.681,0.3,0.01
0.682,0.3,0.01
0.683,0.3,0.01
0.684,0.3,0.01
0.685,0.3,0.01
0.686,0.3,0.01
0.687,0.3,0.01
0.688,0.3,0.01
0.689,0.3,0.01
0.69,0.3,0.01
0.691,0.3,0.01
0.692,0.3,0.01
0.693,0.3,0.01
0.694,0.3,0.01
0.695,0.3,0.01
0.696,0.3,0.01
0.697,0.3,0.01
0.698,0.3,0.01
0.699,0.3,0.01
0.7,0.3,0.01
0.701,0.3,0.01
0.702,0.3,0.01
0.703,0.3,0.01
0.704,0.3,0.01
0.705,0.3,0.01
0.706,0.3,0.01
0.707,0.3,0.01
0.708,0.3,0.01
0.709,0.3,0.01
0.71,0.3,0.01
0.711,0.3,0.01
0.712,0.3,0.01
0.713,0.3,0.01
0.714,0.3,0.01
0.715,0.3,0.01
0.716,0.3,0.01
0.717,0.3,0.01
0.718,0.3,0.01
0.719,0.3,0.01
0.72,0.3,0.01
0.721,0.3,0.01
0.722,0.3,0.01
0.723,0.3,0.01
0.724,0.3,0.01
0.725,0.3,0.01
0.726,0.3,0.01
0.727,0.3,0.01
0.728,0.3,0.01
0.729,0.3,0.01
0.73,0.3,0.01
0.731,0.3,0.01
0.732,0.3,0.01
0.733,0.3,0.01
0.734,0.3,0.01
0.735,0.3,0.01
0.736,0.3,0.01
0.737,0.3,0.01
0.738,0.3,0.01
0.739,0.3,0.01
0.74,0.3,0.01
0.741,0.3,0.01
0.742,0.3,0.01
0.743,0.3,0.01
0.744,0.3,0.01
0.745,0.3,0.01
0.746,0.3,0.01
0.747,0.3,0.01
0.748,0.3,0.01
0.749,0.3,0.01
0.75,0.3,0.01
0.751,0.3,0.01
0.752,0.3,0.01
0.753,0.3,0.01
0.754,0.3,0.01
0.755,0.3,0.01
0.756,0.3,0.01
0.757,0.3,0.01
0.758,0.3,0.01
0.759,0.3,0.01
0.76,0.3,0.01
0.761,0.3,0.01
0.762,0.3,0.01
0.763,0.3,0.01
0.764,0.3,0.01
0.765,0.3,0.01
0.766,0.3,0.01
0.767,0.3,0.01
0.768,0.3,0.01
0.769,0.3,0.01
0.77,0.3,0.01
0.771,0.3,0.01
0.772,0.3,0.01
0.773,0.3,0.01
0.774,0.3,0.01
0.775,0.3,0.01
0.776,0.3,0.01
0.777,0.3,0.01
0.778,0.3,0.01
0.779,0.3,0.01
0.78,0.3,0.01
0.781,0.3,0.01
0.782,0.3,0.01
0.783,0.3,0.01
0.784,0.3,0.01
0.785,0.3,0.01
0.786,0.3,0.01
0.787,0.3,0.01
0.788,0.3,0.01
0.789,0.3,0.01
0.79,0.3,0.01
0.791,0.3,0.01
0.792,0.3,0.01
0.793,0.3,0.01
0.794,0.3,0.01
0.795,0.3,0.01
0.796,0.3,0.01
0.797,0.3,0.01
0.798,0.3,0.01
0.799,0.3,0.01
0.8,0.3,0.01
0.801,0.3,0.01
0.802,0.3,0.01
0.803,0.3,0.01
0.804,0.3,0.01
0.805,0.3,0.01
0.806,0.3,0.01
0.807,0.3,0.01
0.808,0.3,0.01
0.809,0.3,0.01
0.81,0.3,0.01
0.811,0.3,0.01
0.812,0.3,0.01
0.813,0.3,0.01
0.814,0.3,0.01
0.815,0.3,0.01
0.816,0.3,0.01
0.817,0.3,0.01
0.818,0.3,0.01
0.819,0.3,0.01
0.82,0.3,0.01
0.821,0.3,0.01
0.822,0.3,0.01
0.823,0.3,0.01
0.824,0.3,0.01
0.825,0.3,0.01
0.826,0.3,0.01
0.827,0.3,0.01
0.828,0.3,0.01
0.829,0.3,0.01
0.83,0.3,0.01
0.831,0.3,0.01
0.832,0.3,0.01
0.833,0.3,0.01
0.834,0.3,0.01
0.835,0.3,0.01
0.836,0.3,0.01
0.837,0.3,0.01
0.838,0.3,0.01
0.839,0.3,0.01
0.84,0.3,0.01
0.841,0.3,0.01
0.842,0.3,0.01
0.843,0.3,0.01
0.844,0.3,0.01
0.845,0.3,0.01
0.846,0.3,0.01
0.847,0.3,0.01
0.848,0.3,0.01
0.849,0.3,0.01
0.85,0.3,0.01
0.851,0.3,0.01
0.852,0.3,0.01
0.853,0.3,0.01
0.854,0.3,0.01
0.855,0.3,0.01
0.856,0.3,0.01
0.857,0.3,0.01
0.858,0.3,0.01
0.859,0.3,0.01
0.86,0.3,0.01
0.861,0.3,0.01
0.862,0.3,0.01
0.863,0.3,0.01
0.864,0.3,0.01
0.865,0.3,0.01
0.866,0.3,0.01
0.867,0.3,0.01
0.868,0.3,0.01
0.869,0.3,0.01
0.87,0.3,0.01
0.871,0.3,0.01
0.872,0.3,0.01
0.873,0.3,0.01
0.874,0.3,0.01
0.875,0.3,0.01
0.876,0.3,0.01
0.877,0.3,0.01
0.878,0.3,0.01
0.879,0.3,0.01
0.88,0.3,0.01
0.881,0.3,0.01
0.882,0.3,0.01
0.883,0.3,0.01
0.884,0.3,0.01
0.885,0.3,0.01
0.886,0.3,0.01
0.887,0.3,0.01
0.888,0.3,0.01
0.889,0.3,0.01
0.89,0.3,0.01
0.891,0.3,0.01
0.892,0.3,0.01
0.893,0.3,0.01
0.894,0.3,0.01
0.895,0.3,0.01
0.896,0.3,0.01
0.897,0.3,0.01
0.898,0.3,0.01
0.899,0.3,0.01
0.9,0.3,0.01
0.901,0.3,0.01
0.902,0.3,0.01
0.903,0.3,0.01
0.904,0.3,0.01
0.905,0.3,0.01
0.906,0.3,0.01
0.907,0.3,0.01
0.908,0.3,0.01
0.909,0.3,0.01
0.91,0.3,0.01
0.911,0.3,0.01
0.912,0.3,0.01
0.913,0.3,0.01
0.914,0.3,0.01
0.915,0.3,0.01
0.916,0.3,0.01
0.917,0.3,0.01
0.918,0.3,0.01
0.919,0.3,0.01
0.92,0.3,0.01
0.921,0.3,0.01
0.922,0.3,0.01
0.923,0.3,0.01
0.924,0.3,0.01
0.925,0.3,0.01
0.926,0.3,0.01
0.927,0.3,0.01
0.928,0.3,0.01
0.929,0.3,0.01
0.93,0.3,0.01
0.931,0.3,0.01
0.932,0.3,0.01
0.933,0.3,0.01
0.934,0.3,0.01
0.935,0.3,0.01
0.936,0.3,0.01
0.937,0.3,0.01
0.938,0.3,0.01
0.939,0.3,0.01
0.94,0.3,0.01
0.941,0.3,0.01
0.942,0.3,0.01
0.943,0.3,0.01
0.944,0.3,0.01
0.945,0.3,0.01
0.946,0.3,0.01
0.947,0.3,0.01
0.948,0.3,0.01
0.949,0.3,0.01
0.95,0.3,0.01
0.951,0.3,0.01
0.952,0.3,0.01
0.953,0.3,0.01
0.954,0.3,0.01
0.955,0.3,0.01
0.956,0.3,0.01
0.957,0.3,0.01
0.958,0.3,0.01
0.959,0.3,0.01
0.96,0.3,0.01
0.961,0.3,0.01
0.962,0.3,0.01
0.963,0.3,0.01
0.964,0.3,0.01
0.965,0.3,0.01
0.966,0.3,0.01
0.967,0.3,0.01
0.968,0.3,0.01
0.969,0.3,0.01
0.97,0.3,0.01
0.971,0.3,0.01
0.972,0.3,0.01
0.973,0.3,0.01
0.974,0.3,0.01
0.975,0.3,0.01
0.976,0.3,0.01
0.977,0.3,0.01
0.978,0.3,0.01
0.979,0.3,0.01
0.98,0.3,0.01
0.981,0.3,0.01
0.982,0.3,0.01
0.983,0.3,0.01
0.984,0.3,0.01
0.985,0.3,0.01
0.986,0.3,0.01
0.987,0.3,0.01
0.988,0.3,0.01
0.989,0.3,0.01
0.99,0.3,0.01
0.991,0.3,0.01
0.992,0.3,0.01
0.993,0.3,0.01
0.994,0.3,0.01
0.995,0.3,0.01
0.996,0.3,0.01
0.997,0.3,0.01
0.998,0.3,0.01
0.999,0.3,0.01
1,0.3,0.01
0,0.35,0.01
0.001,0.343875625,0.01
0.002,0.337755,0.01
0.003,0.331641863,0.01
0.004,0.325539938,0.01
0.005,0.319452919,0.01
0.006,0.313384463,0.01
0.007,0.307338185,0.01
0.008,0.301317643,0.01
0.009,0.295326337,0.01
0.01,0.289367695,0.01
0.011,0.283445068,0.01
0.012,0.277561725,0.01
0.013,0.271720842,0.01
0.014,0.265925497,0.01
0.015,0.260178668,0.01
0.016,0.254483222,0.01
0.017,0.248841912,0.01
0.018,0.243257376,0.01
0.019,0.237732129,0.01
0.02,0.232268559,0.01
0.021,0.226868931,0.01
0.022,0.221535374,0.01
0.023,0.216269891,0.01
0.024,0.211074349,0.01
0.025,0.205950481,0.01
0.026,0.200899886,0.01
0.027,0.195924031,0.01
0.028,0.191024249,0.01
0.029,0.186201738,0.01
0.03,0.181457571,0.01
0.031,0.176792686,0.01
0.032,0.172207898,0.01
0.033,0.167703899,0.01
0.034,0.163281255,0.01
0.035,0.158940418,0.01
0.036,0.154681725,0.01
0.037,0.150505398,0.01
0.038,0.146411556,0.01
0.039,0.142400211,0.01
0.04,0.138471278,0.01
0.041,0.134624575,0.01
0.042,0.13085983,0.01
0.043,0.127176683,0.01
0.044,0.123574692,0.01
0.045,0.120053339,0.01
0.046,0.11661203,0.01
0.047,0.113250102,0.01
0.048,0.109966828,0.01
0.049,0.106761422,0.01
0.05,0.103633039,0.01
0.051,0.100580783,0.01
0.052,0.097603711,0.01
0.053,0.094700835,0.01
0.054,0.091871129,0.01
0.055,0.089113527,0.01
0.056,0.086426933,0.01
0.057,0.083810223,0.01
0.058,0.081262245,0.01
0.059,0.078781827,0.01
0.06,0.076367775,0.01
0.061,0.074018881,0.01
0.062,0.071733923,0.01
0.063,0.06951167,0.01
0.064,0.067350879,0.01
0.065,0.065250306,0.01
0.066,0.063208701,0.01
0.067,0.061224814,0.01
0.068,0.059297396,0.01
0.069,0.0574252,0.01
0.07,0.055606984,0.01
0.071,0.053841514,0.01
0.072,0.052127562,0.01
0.073,0.050463909,0.01
0.074,0.048849348,0.01
0.075,0.047282684,0.01
0.076,0.045762733,0.01
0.077,0.044288328,0.01
0.078,0.042858314,0.01
0.079,0.041471553,0.01
0.08,0.040126923,0.01
0.081,0.03882332,0.01
0.082,0.037559656,0.01
0.083,0.036334864,0.01
0.084,0.035147891,0.01
0.085,0.033997708,0.01
0.086,0.032883302,0.01
0.087,0.03180368,0.01
0.088,0.030757871,0.01
0.089,0.02974492,0.01
0.09,0.028763895,0.01
0.091,0.027813882,0.01
0.092,0.02689399,0.01
0.093,0.026003344,0.01
0.094,0.025141092,0.01
0.095,0.024306401,0.01
0.096,0.023498456,0.01
0.097,0.022716465,0.01
0.098,0.021959653,0.01
0.099,0.021227263,0.01
0.1,0.020518562,0.01
0.101,0.019832829,0.01
0.102,0.019169368,0.01
0.103,0.018527496,0.01
0.104,0.017906552,0.01
0.105,0.01730589,0.01
0.106,0.016724883,0.01
0.107,0.01616292,0.01
0.108,0.015619407,0.01
0.109,0.015093768,0.01
0.11,0.014585441,0.01
0.111,0.014093881,0.01
0.112,0.013618559,0.01
0.113,0.01315896,0.01
0.114,0.012714584,0.01
0.115,0.012284946,0.01
0.116,0.011869575,0.01
0.117,0.011468014,0.01
0.118,0.01107982,0.01
0.119,0.010704562,0.01
0.12,0.010341822,0.01
0.121,0.009991197,0.01
0.122,0.009652292,0.01
0.123,0.009324728,0.01
0.124,0.009008135,0.01
0.125,0.008702156,0.01
0.126,0.008406443,0.01
0.127,0.008120661,0.01
0.128,0.007844484,0.01
0.129,0.007577597,0.01
0.13,0.007319694,0.01
0.131,0.007070479,0.01
0.132,0.006829666,0.01
0.133,0.006596976,0.01
0.134,0.006372141,0.01
0.135,0.006154901,0.01
0.136,0.005945004,0.01
0.137,0.005742205,0.01
0.138,0.005546269,0.01
0.139,0.005356968,0.01
0.14,0.005174079,0.01
0.141,0.004997389,0.01
0.142,0.004826691,0.01
0.143,0.004661785,0.01
0.144,0.004502476,0.01
0.145,0.004348577,0.01
0.146,0.004199907,0.01
0.147,0.00405629,0.01
0.148,0.003917556,0.01
0.149,0.003783542,0.01
0.15,0.003654088,0.01
0.151,0.003529041,0.01
0.152,0.003408252,0.01
0.153,0.003291578,0.01
0.154,0.003178879,0.01
0.155,0.003070023,0.01
0.156,0.002964878,0.01
0.157,0.002863319,0.01
0.158,0.002765226,0.01
0.159,0.00267048,0.01
0.16,0.002578968,0.01
0.161,0.002490581,0.01
0.162,0.002405213,0.01
0.163,0.002322761,0.01
0.164,0.002243127,0.01
0.165,0.002166214,0.01
0.166,0.002091931,0.01
0.167,0.002020187,0.01
0.168,0.001950897,0.01
0.169,0.001883978,0.01
0.17,0.001819347,0.01
0.171,0.001756929,0.01
0.172,0.001696646,0.01
0.173,0.001638428,0.01
0.174,0.001582202,0.01
0.175,0.001527902,0.01
0.176,0.001475461,0.01
0.177,0.001424816,0.01
0.178,0.001375907,0.01
0.179,0.001328673,0.01
0.18,0.001283057,0.01
0.181,0.001239005,0.01
0.182,0.001196463,0.01
0.183,0.001155379,0.01
0.184,0.001115704,0.01
0.185,0.001077388,0.01
0.186,0.001040387,0.01
0.187,0.001004655,0.01
0.188,0.000970148,0.01
0.189,0.000936825,0.01
0.19,0.000904645,0.01
0.191,0.000873569,0.01
0.192,0.000843559,0.01
0.193,0.000814579,0.01
0.194,0.000786593,0.01
0.195,0.000759568,0.01
0.196,0.00073347,0.01
0.197,0.000708269,0.01
0.198,0.000683932,0.01
0.199,0.00066043,0.01
0.2,0.000637736,0.01
0.201,0.00061582,0.01
0.202,0.000594658,0.01
0.203,0.000574221,0.01
0.204,0.000554487,0.01
0.205,0.00053543,0.01
0.206,0.000517028,0.01
0.207,0.000499258,0.01
0.208,0.000482098,0.01
0.209,0.000465527,0.01
0.21,0.000449526,0.01
0.211,0.000434074,0.01
0.212,0.000419153,0.01
0.213,0.000404745,0.01
0.214,0.000390832,0.01
0.215,0.000377396,0.01
0.216,0.000364423,0.01
0.217,0.000351895,0.01
0.218,0.000339798,0.01
0.219,0.000328116,0.01
0.22,0.000316836,0.01
0.221,0.000305943,0.01
0.222,0.000295425,0.01
0.223,0.000285268,0.01
0.224,0.00027546,0.01
0.225,0.000265989,0.01
0.226,0.000256844,0.01
0.227,0.000248013,0.01
0.228,0.000239486,0.01
0.229,0.000231251,0.01
0.23,0.0002233,0.01
0.231,0.000215622,0.01
0.232,0.000208208,0.01
0.233,0.000201049,0.01
0.234,0.000194136,0.01
0.235,0.00018746,0.01
0.236,0.000181014,0.01
0.237,0.00017479,0.01
0.238,0.00016878,0.01
0.239,0.000162976,0.01
0.24,0.000157372,0.01
0.241,0.00015196,0.01
0.242,0.000146735,0.01
0.243,0.000141689,0.01
0.244,0.000136816,0.01
0.245,0.000132112,0.01
0.246,0.000127568,0.01
0.247,0.000123182,0.01
0.248,0.000118946,0.01
0.249,0.000114855,0.01
0.25,0.000110905,0.01
0.251,0.000107091,0.01
0.252,0.000103409,0.01
0.253,9.99E-05,0.01
0.254,9.64E-05,0.01
0.255,9.31E-05,0.01
0.256,8.99E-05,0.01
0.257,8.68E-05,0.01
0.258,8.38E-05,0.01
0.259,8.09E-05,0.01
0.26,7.82E-05,0.01
0.261,7.55E-05,0.01
0.262,7.29E-05,0.01
0.263,7.04E-05,0.01
0.264,6.79E-05,0.01
0.265,6.56E-05,0.01
0.266,6.34E-05,0.01
0.267,6.12E-05,0.01
0.268,5.91E-05,0.01
0.269,5.70E-05,0.01
0.27,5.51E-05,0.01
0.271,5.32E-05,0.01
0.272,5.14E-05,0.01
0.273,4.96E-05,0.01
0.274,4.79E-05,0.01
0.275,4.62E-05,0.01
0.276,4.46E-05,0.01
0.277,4.31E-05,0.01
0.278,4.16E-05,0.01
0.279,4.02E-05,0.01
0.28,3.88E-05,0.01
0.281,3.75E-05,0.01
0.282,3.62E-05,0.01
0.283,3.49E-05,0.01
0.284,3.37E-05,0.01
0.285,3.26E-05,0.01
0.286,3.15E-05,0.01
0.287,3.04E-05,0.01
0.288,2.93E-05,0.01
0.289,2.83E-05,0.01
0.29,2.74E-05,0.01
0.291,2.64E-05,0.01
0.292,2.55E-05,0.01
0.293,2.46E-05,0.01
0.294,2.38E-05,0.01
0.295,2.30E-05,0.01
0.296,2.22E-05,0.01
0.297,2.14E-05,0.01
0.298,2.07E-05,0.01
0.299,2.00E-05,0.01
0.3,1.93E-05,0.01
0.301,1.86E-05,0.01
0.302,1.80E-05,0.01
0.303,1.74E-05,0.01
0.304,1.68E-05,0.01
0.305,1.62E-05,0.01
0.306,1.56E-05,0.01
0.307,1.51E-05,0.01
0.308,1.46E-05,0.01
0.309,1.41E-05,0.01
0.31,1.36E-05,0.01
0.311,1.31E-05,0.01
0.312,1.27E-05,0.01
0.313,1.22E-05,0.01
0.314,1.18E-05,0.01
0.315,1.14E-05,0.01
0.316,1.10E-05,0.01
0.317,1.06E-05,0.01
0.318,1.03E-05,0.01
0.319,9.91E-06,0.01
0.32,9.57E-06,0.01
