x,u,nu
0.271,0.602527068,0.05
0.272,0.602120151,0.05
0.273,0.601714436,0.05
0.274,0.601309923,0.05
0.275,0.600906611,0.05
0.276,0.6005045,0.05
0.277,0.600103589,0.05
0.278,0.599703878,0.05
0.279,0.599305367,0.05
0.28,0.598908056,0.05
0.281,0.598511943,0.05
0.282,0.598117028,0.05
0.283,0.597723311,0.05
0.284,0.597330792,0.05
0.285,0.596939469,0.05
0.286,0.596549342,0.05
0.287,0.596160411,0.05
0.288,0.595772674,0.05
0.289,0.595386132,0.05
0.29,0.595000783,0.05
0.291,0.594616627,0.05
0.292,0.594233663,0.05
0.293,0.59385189,0.05
0.294,0.593471307,0.05
0.295,0.593091914,0.05
0.296,0.59271371,0.05
0.297,0.592336693,0.05
0.298,0.591960864,0.05
0.299,0.59158622,0.05
0.3,0.591212762,0.05
0.301,0.590840488,0.05
0.302,0.590469397,0.05
0.303,0.590099488,0.05
0.304,0.58973076,0.05
0.305,0.589363212,0.05
0.306,0.588996843,0.05
0.307,0.588631652,0.05
0.308,0.588267637,0.05
0.309,0.587904799,0.05
0.31,0.587543134,0.05
0.311,0.587182643,0.05
0.312,0.586823324,0.05
0.313,0.586465175,0.05
0.314,0.586108196,0.05
0.315,0.585752385,0.05
0.316,0.585397741,0.05
0.317,0.585044263,0.05
0.318,0.584691948,0.05
0.319,0.584340797,0.05
0.32,0.583990807,0.05
0.321,0.583641978,0.05
0.322,0.583294307,0.05
0.323,0.582947793,0.05
0.324,0.582602435,0.05
0.325,0.582258231,0.05
0.326,0.581915181,0.05
0.327,0.581573281,0.05
0.328,0.581232531,0.05
0.329,0.58089293,0.05
0.33,0.580554475,0.05
0.331,0.580217165,0.05
0.332,0.579880998,0.05
0.333,0.579545974,0.05
0.334,0.579212089,0.05
0.335,0.578879344,0.05
0.336,0.578547734,0.05
0.337,0.578217261,0.05
0.338,0.57788792,0.05
0.339,0.577559711,0.05
0.34,0.577232633,0.05
0.341,0.576906682,0.05
0.342,0.576581858,0.05
0.343,0.576258158,0.05
0.344,0.575935582,0.05
0.345,0.575614126,0.05
0.346,0.57529379,0.05
0.347,0.574974571,0.05
0.348,0.574656467,0.05
0.349,0.574339477,0.05
0.35,0.574023599,0.05
0.351,0.573708831,0.05
0.352,0.57339517,0.05
0.353,0.573082615,0.05
0.354,0.572771164,0.05
0.355,0.572460816,0.05
0.356,0.572151567,0.05
0.357,0.571843416,0.05
0.358,0.571536362,0.05
0.359,0.571230401,0.05
0.36,0.570925532,0.05
0.361,0.570621754,0.05
0.362,0.570319063,0.05
0.363,0.570017458,0.05
0.364,0.569716936,0.05
0.365,0.569417497,0.05
0.366,0.569119137,0.05
0.367,0.568821854,0.05
0.368,0.568525646,0.05
0.369,0.568230512,0.05
0.37,0.567936449,0.05
0.371,0.567643454,0.05
0.372,0.567351526,0.05
0.373,0.567060662,0.05
0.374,0.566770861,0.05
0.375,0.56648212,0.05
0.376,0.566194437,0.05
0.377,0.565907809,0.05
0.378,0.565622235,0.05
0.379,0.565337712,0.05
0.38,0.565054237,0.05
0.381,0.564771809,0.05
0.382,0.564490426,0.05
0.383,0.564210085,0.05
0.384,0.563930783,0.05
0.385,0.563652519,0.05
0.386,0.56337529,0.05
0.387,0.563099094,0.05
0.388,0.562823928,0.05
0.389,0.562549791,0.05
0.39,0.562276679,0.05
0.391,0.562004591,0.05
0.392,0.561733524,0.05
0.393,0.561463475,0.05
0.394,0.561194443,0.05
0.395,0.560926425,0.05
0.396,0.560659419,0.05
0.397,0.560393422,0.05
0.398,0.560128431,0.05
0.399,0.559864445,0.05
0.4,0.559601461,0.05
0.401,0.559339476,0.05
0.402,0.559078489,0.05
0.403,0.558818496,0.05
0.404,0.558559495,0.05
0.405,0.558301485,0.05
0.406,0.558044461,0.05
0.407,0.557788422,0.05
0.408,0.557533366,0.05
0.409,0.55727929,0.05
0.41,0.557026191,0.05
0.411,0.556774067,0.05
0.412,0.556522915,0.05
0.413,0.556272733,0.05
0.414,0.556023519,0.05
0.415,0.55577527,0.05
0.416,0.555527983,0.05
0.417,0.555281657,0.05
0.418,0.555036287,0.05
0.419,0.554791873,0.05
0.42,0.554548411,0.05
0.421,0.554305898,0.05
0.422,0.554064333,0.05
0.423,0.553823713,0.05
0.424,0.553584035,0.05
0.425,0.553345297,0.05
0.426,0.553107496,0.05
0.427,0.552870629,0.05
0.428,0.552634695,0.05
0.429,0.55239969,0.05
0.43,0.552165612,0.05
0.431,0.551932458,0.05
0.432,0.551700226,0.05
0.433,0.551468913,0.05
0.434,0.551238517,0.05
0.435,0.551009035,0.05
0.436,0.550780464,0.05
0.437,0.550552802,0.05
0.438,0.550326047,0.05
0.439,0.550100195,0.05
0.44,0.549875245,0.05
0.441,0.549651193,0.05
0.442,0.549428037,0.05
0.443,0.549205774,0.05
0.444,0.548984402,0.05
0.445,0.548763919,0.05
0.446,0.54854432,0.05
0.447,0.548325605,0.05
0.448,0.548107771,0.05
0.449,0.547890814,0.05
0.45,0.547674732,0.05
0.451,0.547459523,0.05
0.452,0.547245184,0.05
0.453,0.547031713,0.05
0.454,0.546819106,0.05
0.455,0.546607362,0.05
0.456,0.546396477,0.05
0.457,0.546186449,0.05
0.458,0.545977275,0.05
0.459,0.545768953,0.05
0.46,0.545561481,0.05
0.461,0.545354854,0.05
0.462,0.545149072,0.05
0.463,0.544944132,0.05
0.464,0.54474003,0.05
0.465,0.544536764,0.05
0.466,0.544334332,0.05
0.467,0.54413273,0.05
0.468,0.543931957,0.05
0.469,0.54373201,0.05
0.47,0.543532886,0.05
0.471,0.543334583,0.05
0.472,0.543137097,0.05
0.473,0.542940427,0.05
0.474,0.54274457,0.05
0.475,0.542549523,0.05
0.476,0.542355283,0.05
0.477,0.542161848,0.05
0.478,0.541969216,0.05
0.479,0.541777383,0.05
0.48,0.541586348,0.05
0.481,0.541396108,0.05
0.482,0.541206659,0.05
0.483,0.541018,0.05
0.484,0.540830128,0.05
0.485,0.54064304,0.05
0.486,0.540456734,0.05
0.487,0.540271207,0.05
0.488,0.540086456,0.05
0.489,0.53990248,0.05
0.49,0.539719275,0.05
0.491,0.539536838,0.05
0.492,0.539355169,0.05
0.493,0.539174262,0.05
0.494,0.538994118,0.05
0.495,0.538814731,0.05
0.496,0.538636101,0.05
0.497,0.538458224,0.05
0.498,0.538281099,0.05
0.499,0.538104721,0.05
0.5,0.53792909,0.05
0.501,0.537754202,0.05
0.502,0.537580055,0.05
0.503,0.537406646,0.05
0.504,0.537233973,0.05
0.505,0.537062033,0.05
0.506,0.536890823,0.05
0.507,0.536720342,0.05
0.508,0.536550587,0.05
0.509,0.536381554,0.05
0.51,0.536213243,0.05
0.511,0.536045649,0.05
0.512,0.535878771,0.05
0.513,0.535712606,0.05
0.514,0.535547152,0.05
0.515,0.535382406,0.05
0.516,0.535218365,0.05
0.517,0.535055028,0.05
0.518,0.534892391,0.05
0.519,0.534730453,0.05
0.52,0.53456921,0.05
0.521,0.534408661,0.05
0.522,0.534248802,0.05
0.523,0.534089631,0.05
0.524,0.533931147,0.05
0.525,0.533773346,0.05
0.526,0.533616225,0.05
0.527,0.533459784,0.05
0.528,0.533304018,0.05
0.529,0.533148926,0.05
0.53,0.532994505,0.05
0.531,0.532840753,0.05
0.532,0.532687667,0.05
0.533,0.532535245,0.05
0.534,0.532383484,0.05
0.535,0.532232383,0.05
0.536,0.532081938,0.05
0.537,0.531932148,0.05
0.538,0.531783009,0.05
0.539,0.53163452,0.05
0.54,0.531486678,0.05
0.541,0.531339481,0.05
0.542,0.531192926,0.05
0.543,0.531047011,0.05
0.544,0.530901733,0.05
0.545,0.530757091,0.05
0.546,0.530613081,0.05
0.547,0.530469702,0.05
0.548,0.530326952,0.05
0.549,0.530184827,0.05
0.55,0.530043325,0.05
0.551,0.529902445,0.05
0.552,0.529762183,0.05
0.553,0.529622538,0.05
0.554,0.529483507,0.05
0.555,0.529345087,0.05
0.556,0.529207278,0.05
0.557,0.529070075,0.05
0.558,0.528933478,0.05
0.559,0.528797483,0.05
0.56,0.528662088,0.05
0.561,0.528527291,0.05
0.562,0.52839309,0.05
0.563,0.528259483,0.05
0.564,0.528126467,0.05
0.565,0.52799404,0.05
0.566,0.527862199,0.05
0.567,0.527730943,0.05
0.568,0.527600269,0.05
0.569,0.527470175,0.05
0.57,0.527340659,0.05
0.571,0.527211718,0.05
0.572,0.52708335,0.05
0.573,0.526955554,0.05
0.574,0.526828326,0.05
0.575,0.526701665,0.05
0.576,0.526575568,0.05
0.577,0.526450034,0.05
0.578,0.526325059,0.05
0.579,0.526200643,0.05
0.58,0.526076782,0.05
0.581,0.525953474,0.05
0.582,0.525830718,0.05
0.583,0.525708511,0.05
0.584,0.52558685,0.05
0.585,0.525465735,0.05
0.586,0.525345162,0.05
0.587,0.52522513,0.05
0.588,0.525105637,0.05
0.589,0.524986679,0.05
0.59,0.524868256,0.05
0.591,0.524750364,0.05
0.592,0.524633003,0.05
0.593,0.524516169,0.05
0.594,0.524399861,0.05
0.595,0.524284077,0.05
0.596,0.524168814,0.05
0.597,0.524054071,0.05
0.598,0.523939845,0.05
0.599,0.523826134,0.05
0.6,0.523712937,0.05
0.601,0.52360025,0.05
0.602,0.523488073,0.05
0.603,0.523376403,0.05
0.604,0.523265237,0.05
0.605,0.523154575,0.05
0.606,0.523044414,0.05
0.607,0.522934751,0.05
0.608,0.522825585,0.05
0.609,0.522716915,0.05
0.61,0.522608737,0.05
0.611,0.52250105,0.05
0.612,0.522393852,0.05
0.613,0.52228714,0.05
0.614,0.522180914,0.05
0.615,0.52207517,0.05
0.616,0.521969908,0.05
0.617,0.521865124,0.05
0.618,0.521760817,0.05
0.619,0.521656986,0.05
0.62,0.521553627,0.05
0.621,0.52145074,0.05
0.622,0.521348322,0.05
0.623,0.521246371,0.05
0.624,0.521144886,0.05
0.625,0.521043864,0.05
0.626,0.520943304,0.05
0.627,0.520843203,0.05
0.628,0.52074356,0.05
0.629,0.520644372,0.05
0.63,0.520545639,0.05
0.631,0.520447358,0.05
0.632,0.520349527,0.05
0.633,0.520252144,0.05
0.634,0.520155208,0.05
0.635,0.520058716,0.05
0.636,0.519962667,0.05
0.637,0.519867059,0.05
0.638,0.51977189,0.05
0.639,0.519677158,0.05
0.64,0.519582861,0.05
0.641,0.519488998,0.05
0.642,0.519395567,0.05
0.643,0.519302566,0.05
0.644,0.519209993,0.05
0.645,0.519117846,0.05
0.646,0.519026124,0.05
0.647,0.518934824,0.05
0.648,0.518843945,0.05
0.649,0.518753486,0.05
0.65,0.518663444,0.05
0.651,0.518573817,0.05
0.652,0.518484605,0.05
0.653,0.518395804,0.05
0.654,0.518307414,0.05
0.655,0.518219433,0.05
0.656,0.518131858,0.05
0.657,0.518044689,0.05
0.658,0.517957923,0.05
0.659,0.517871559,0.05
0.66,0.517785595,0.05
0.661,0.517700029,0.05
0.662,0.51761486,0.05
0.663,0.517530085,0.05
0.664,0.517445704,0.05
0.665,0.517361715,0.05
0.666,0.517278115,0.05
0.667,0.517194904,0.05
0.668,0.517112079,0.05
0.669,0.517029639,0.05
0.67,0.516947582,0.05
0.671,0.516865907,0.05
0.672,0.516784612,0.05
0.673,0.516703695,0.05
0.674,0.516623154,0.05
0.675,0.516542989,0.05
0.676,0.516463197,0.05
0.677,0.516383777,0.05
0.678,0.516304728,0.05
0.679,0.516226046,0.05
0.68,0.516147732,0.05
0.681,0.516069784,0.05
0.682,0.515992199,0.05
0.683,0.515914976,0.05
0.684,0.515838114,0.05
0.685,0.515761611,0.05
0.686,0.515685466,0.05
0.687,0.515609677,0.05
0.688,0.515534242,0.05
0.689,0.51545916,0.05
0.69,0.51538443,0.05
0.691,0.515310049,0.05
0.692,0.515236017,0.05
0.693,0.515162331,0.05
0.694,0.515088991,0.05
0.695,0.515015994,0.05
0.696,0.51494334,0.05
0.697,0.514871026,0.05
0.698,0.514799052,0.05
0.699,0.514727416,0.05
0.7,0.514656115,0.05
0.701,0.51458515,0.05
0.702,0.514514518,0.05
0.703,0.514444218,0.05
0.704,0.514374248,0.05
0.705,0.514304607,0.05
0.706,0.514235294,0.05
0.707,0.514166307,0.05
0.708,0.514097644,0.05
0.709,0.514029305,0.05
0.71,0.513961287,0.05
0.711,0.51389359,0.05
0.712,0.513826211,0.05
0.713,0.51375915,0.05
0.714,0.513692405,0.05
0.715,0.513625975,0.05
0.716,0.513559859,0.05
0.717,0.513494054,0.05
0.718,0.513428559,0.05
0.719,0.513363374,0.05
0.72,0.513298497,0.05
0.721,0.513233926,0.05
0.722,0.51316966,0.05
0.723,0.513105698,0.05
0.724,0.513042038,0.05
0.725,0.512978679,0.05
0.726,0.512915619,0.05
0.727,0.512852858,0.05
0.728,0.512790394,0.05
0.729,0.512728226,0.05
0.73,0.512666352,0.05
0.731,0.512604771,0.05
0.732,0.512543481,0.05
0.733,0.512482482,0.05
0.734,0.512421772,0.05
0.735,0.51236135,0.05
0.736,0.512301214,0.05
0.737,0.512241364,0.05
0.738,0.512181797,0.05
0.739,0.512122513,0.05
0.74,0.512063511,0.05
0.741,0.512004788,0.05
0.742,0.511946345,0.05
0.743,0.511888179,0.05
0.744,0.511830289,0.05
0.745,0.511772675,0.05
0.746,0.511715334,0.05
0.747,0.511658266,0.05
0.748,0.511601469,0.05
0.749,0.511544943,0.05
0.75,0.511488685,0.05
0.751,0.511432695,0.05
0.752,0.511376972,0.05
0.753,0.511321514,0.05
0.754,0.51126632,0.05
0.755,0.511211389,0.05
0.756,0.511156719,0.05
0.757,0.511102311,0.05
0.758,0.511048161,0.05
0.759,0.51099427,0.05
0.76,0.510940635,0.05
0.761,0.510887257,0.05
0.762,0.510834133,0.05
0.763,0.510781263,0.05
0.764,0.510728645,0.05
0.765,0.510676278,0.05
0.766,0.510624161,0.05
0.767,0.510572294,0.05
0.768,0.510520674,0.05
0.769,0.5104693,0.05
0.77,0.510418172,0.05
0.771,0.510367289,0.05
0.772,0.510316649,0.05
0.773,0.510266251,0.05
0.774,0.510216094,0.05
0.775,0.510166177,0.05
0.776,0.510116499,0.05
0.777,0.510067058,0.05
0.778,0.510017855,0.05
0.779,0.509968886,0.05
0.78,0.509920153,0.05
0.781,0.509871653,0.05
0.782,0.509823385,0.05
0.783,0.509775349,0.05
0.784,0.509727542,0.05
0.785,0.509679965,0.05
0.786,0.509632616,0.05
0.787,0.509585494,0.05
0.788,0.509538599,0.05
0.789,0.509491928,0.05
0.79,0.509445481,0.05
0.791,0.509399257,0.05
0.792,0.509353255,0.05
0.793,0.509307474,0.05
0.794,0.509261912,0.05
0.795,0.50921657,0.05
0.796,0.509171445,0.05
0.797,0.509126538,0.05
0.798,0.509081846,0.05
0.799,0.509037368,0.05
0.8,0.508993105,0.05
0.801,0.508949054,0.05
0.802,0.508905216,0.05
0.803,0.508861588,0.05
0.804,0.50881817,0.05
0.805,0.508774961,0.05
0.806,0.50873196,0.05
0.807,0.508689166,0.05
0.808,0.508646578,0.05
0.809,0.508604195,0.05
0.81,0.508562017,0.05
0.811,0.508520041,0.05
0.812,0.508478268,0.05
0.813,0.508436696,0.05
0.814,0.508395324,0.05
0.815,0.508354152,0.05
0.816,0.508313178,0.05
0.817,0.508272402,0.05
0.818,0.508231822,0.05
0.819,0.508191439,0.05
0.82,0.50815125,0.05
0.821,0.508111255,0.05
0.822,0.508071453,0.05
0.823,0.508031843,0.05
0.824,0.507992424,0.05
0.825,0.507953196,0.05
0.826,0.507914157,0.05
0.827,0.507875307,0.05
0.828,0.507836644,0.05
0.829,0.507798168,0.05
0.83,0.507759878,0.05
0.831,0.507721773,0.05
0.832,0.507683853,0.05
0.833,0.507646115,0.05
0.834,0.507608561,0.05
0.835,0.507571187,0.05
0.836,0.507533995,0.05
0.837,0.507496982,0.05
0.838,0.507460149,0.05
0.839,0.507423494,0.05
0.84,0.507387016,0.05
0.841,0.507350715,0.05
0.842,0.507314589,0.05
0.843,0.507278638,0.05
0.844,0.507242862,0.05
0.845,0.507207259,0.05
0.846,0.507171828,0.05
0.847,0.507136569,0.05
0.848,0.507101481,0.05
0.849,0.507066562,0.05
0.85,0.507031814,0.05
0.851,0.506997233,0.05
0.852,0.50696282,0.05
0.853,0.506928574,0.05
0.854,0.506894494,0.05
0.855,0.50686058,0.05
0.856,0.50682683,0.05
0.857,0.506793243,0.05
0.858,0.50675982,0.05
0.859,0.506726559,0.05
0.86,0.506693459,0.05
0.861,0.50666052,0.05
0.862,0.506627741,0.05
0.863,0.506595121,0.05
0.864,0.506562659,0.05
0.865,0.506530355,0.05
0.866,0.506498208,0.05
0.867,0.506466217,0.05
0.868,0.506434382,0.05
0.869,0.506402701,0.05
0.87,0.506371175,0.05
0.871,0.506339801,0.05
0.872,0.50630858,0.05
0.873,0.506277511,0.05
0.874,0.506246593,0.05
0.875,0.506215825,0.05
0.876,0.506185207,0.05
0.877,0.506154738,0.05
0.878,0.506124417,0.05
0.879,0.506094244,0.05
0.88,0.506064217,0.05
0.881,0.506034337,0.05
0.882,0.506004602,0.05
0.883,0.505975012,0.05
0.884,0.505945566,0.05
0.885,0.505916263,0.05
0.886,0.505887103,0.05
0.887,0.505858085,0.05
0.888,0.505829208,0.05
0.889,0.505800472,0.05
0.89,0.505771876,0.05
0.891,0.50574342,0.05
0.892,0.505715102,0.05
0.893,0.505686922,0.05
0.894,0.505658879,0.05
0.895,0.505630973,0.05
0.896,0.505603203,0.05
0.897,0.505575569,0.05
0.898,0.505548069,0.05
0.899,0.505520703,0.05
0.9,0.505493471,0.05
0.901,0.505466372,0.05
0.902,0.505439405,0.05
0.903,0.50541257,0.05
0.904,0.505385865,0.05
0.905,0.505359291,0.05
0.906,0.505332846,0.05
0.907,0.505306531,0.05
0.908,0.505280344,0.05
0.909,0.505254285,0.05
0.91,0.505228353,0.05
0.911,0.505202548,0.05
0.912,0.505176869,0.05
0.913,0.505151315,0.05
0.914,0.505125886,0.05
0.915,0.505100581,0.05
0.916,0.5050754,0.05
0.917,0.505050342,0.05
0.918,0.505025407,0.05
0.919,0.505000593,0.05
0.92,0.504975901,0.05
0.921,0.504951329,0.05
0.922,0.504926878,0.05
0.923,0.504902546,0.05
0.924,0.504878333,0.05
0.925,0.504854238,0.05
0.926,0.504830262,0.05
0.927,0.504806402,0.05
0.928,0.504782659,0.05
0.929,0.504759033,0.05
0.93,0.504735522,0.05
0.931,0.504712126,0.05
0.932,0.504688844,0.05
0.933,0.504665677,0.05
0.934,0.504642623,0.05
0.935,0.504619682,0.05
0.936,0.504596853,0.05
0.937,0.504574136,0.05
0.938,0.50455153,0.05
0.939,0.504529034,0.05
0.94,0.504506649,0.05
0.941,0.504484374,0.05
0.942,0.504462208,0.05
0.943,0.50444015,0.05
0.944,0.5044182,0.05
0.945,0.504396358,0.05
0.946,0.504374623,0.05
0.947,0.504352994,0.05
0.948,0.504331472,0.05
0.949,0.504310055,0.05
0.95,0.504288743,0.05
0.951,0.504267535,0.05
0.952,0.504246431,0.05
0.953,0.504225431,0.05
0.954,0.504204534,0.05
0.955,0.504183739,0.05
0.956,0.504163047,0.05
0.957,0.504142455,0.05
0.958,0.504121965,0.05
0.959,0.504101575,0.05
0.96,0.504081286,0.05
0.961,0.504061095,0.05
0.962,0.504041004,0.05
0.963,0.504021012,0.05
0.964,0.504001117,0.05
0.965,0.503981321,0.05
0.966,0.503961621,0.05
0.967,0.503942018,0.05
0.968,0.503922512,0.05
0.969,0.503903101,0.05
0.97,0.503883785,0.05
0.971,0.503864564,0.05
0.972,0.503845438,0.05
0.973,0.503826406,0.05
0.974,0.503807467,0.05
0.975,0.503788621,0.05
0.976,0.503769867,0.05
0.977,0.503751206,0.05
0.978,0.503732637,0.05
0.979,0.503714158,0.05
0.98,0.503695771,0.05
0.981,0.503677474,0.05
0.982,0.503659266,0.05
0.983,0.503641149,0.05
0.984,0.50362312,0.05
0.985,0.50360518,0.05
0.986,0.503587328,0.05
0.987,0.503569564,0.05
0.988,0.503551887,0.05
0.989,0.503534297,0.05
0.99,0.503516794,0.05
0.991,0.503499376,0.05
0.992,0.503482045,0.05
0.993,0.503464798,0.05
0.994,0.503447637,0.05
0.995,0.503430559,0.05
0.996,0.503413566,0.05
0.997,0.503396657,0.05
0.998,0.50337983,0.05
0.999,0.503363087,0.05
1,0.503346425,0.05
0,0.25,0.05
0.001,0.249375001,0.05
0.002,0.24875001,0.05
0.003,0.248125035,0.05
0.004,0.247500083,0.05
0.005,0.246875163,0.05
0.006,0.246250281,0.05
0.007,0.245625447,0.05
0.008,0.245000667,0.05
0.009,0.244375949,0.05
0.01,0.243751302,0.05
0.011,0.243126733,0.05
0.012,0.242502249,0.05
0.013,0.241877859,0.05
0.014,0.241253571,0.05
0.015,0.240629392,0.05
0.016,0.24000533,0.05
0.017,0.239381393,0.05
0.018,0.238757588,0.05
0.019,0.238133923,0.05
0.02,0.237510406,0.05
0.021,0.236887045,0.05
0.022,0.236263848,0.05
0.023,0.235640822,0.05
0.024,0.235017974,0.05
0.025,0.234395313,0.05
0.026,0.233772847,0.05
0.027,0.233150582,0.05
0.028,0.232528527,0.05
0.029,0.23190669,0.05
0.03,0.231285077,0.05
0.031,0.230663697,0.05
0.032,0.230042558,0.05
0.033,0.229421666,0.05
0.034,0.22880103,0.05
0.035,0.228180656,0.05
0.036,0.227560554,0.05
0.037,0.226940729,0.05
0.038,0.226321191,0.05
0.039,0.225701946,0.05
0.04,0.225083001,0.05
0.041,0.224464365,0.05
0.042,0.223846045,0.05
0.043,0.223228048,0.05
0.044,0.222610382,0.05
0.045,0.221993055,0.05
0.046,0.221376073,0.05
0.047,0.220759444,0.05
0.048,0.220143175,0.05
0.049,0.219527275,0.05
0.05,0.21891175,0.05
0.051,0.218296607,0.05
0.052,0.217681854,0.05
0.053,0.217067499,0.05
0.054,0.216453548,0.05
0.055,0.215840008,0.05
0.056,0.215226888,0.05
0.057,0.214614194,0.05
0.058,0.214001934,0.05
0.059,0.213390114,0.05
0.06,0.212778742,0.05
0.061,0.212167824,0.05
0.062,0.211557369,0.05
0.063,0.210947384,0.05
0.064,0.210337874,0.05
0.065,0.209728848,0.05
0.066,0.209120312,0.05
0.067,0.208512273,0.05
0.068,0.207904739,0.05
0.069,0.207297715,0.05
0.07,0.206691211,0.05
0.071,0.206085231,0.05
0.072,0.205479783,0.05
0.073,0.204874874,0.05
0.074,0.204270511,0.05
0.075,0.2036667,0.05
0.076,0.203063449,0.05
0.077,0.202460763,0.05
0.078,0.20185865,0.05
0.079,0.201257117,0.05
0.08,0.20065617,0.05
0.081,0.200055816,0.05
0.082,0.199456061,0.05
0.083,0.198856912,0.05
0.084,0.198258375,0.05
0.085,0.197660458,0.05
0.086,0.197063166,0.05
0.087,0.196466506,0.05
0.088,0.195870485,0.05
0.089,0.195275108,0.05
0.09,0.194680383,0.05
0.091,0.194086315,0.05
0.092,0.193492912,0.05
0.093,0.192900179,0.05
0.094,0.192308122,0.05
0.095,0.191716748,0.05
0.096,0.191126063,0.05
0.097,0.190536073,0.05
0.098,0.189946784,0.05
0.099,0.189358202,0.05
0.1,0.188770334,0.05
0.101,0.188183186,0.05
0.102,0.187596763,0.05
0.103,0.187011071,0.05
0.104,0.186426117,0.05
0.105,0.185841906,0.05
0.106,0.185258444,0.05
0.107,0.184675737,0.05
0.108,0.184093791,0.05
0.109,0.183512612,0.05
0.11,0.182932204,0.05
0.111,0.182352575,0.05
0.112,0.18177373,0.05
0.113,0.181195674,0.05
0.114,0.180618412,0.05
0.115,0.180041952,0.05
0.116,0.179466297,0.05
0.117,0.178891454,0.05
0.118,0.178317427,0.05
0.119,0.177744223,0.05
0.12,0.177171847,0.05
0.121,0.176600304,0.05
0.122,0.176029599,0.05
0.123,0.175459738,0.05
0.124,0.174890726,0.05
0.125,0.174322568,0.05
0.126,0.173755269,0.05
0.127,0.173188835,0.05
0.128,0.17262327,0.05
0.129,0.172058579,0.05
0.13,0.171494769,0.05
0.131,0.170931842,0.05
0.132,0.170369806,0.05
0.133,0.169808663,0.05
0.134,0.16924842,0.05
0.135,0.168689081,0.05
0.136,0.168130651,0.05
0.137,0.167573135,0.05
0.138,0.167016537,0.05
0.139,0.166460861,0.05
0.14,0.165906114,0.05
0.141,0.165352299,0.05
0.142,0.16479942,0.05
0.143,0.164247483,0.05
0.144,0.163696491,0.05
0.145,0.16314645,0.05
0.146,0.162597364,0.05
0.147,0.162049236,0.05
0.148,0.161502072,0.05
0.149,0.160955875,0.05
0.15,0.16041065,0.05
0.151,0.159866402,0.05
0.152,0.159323133,0.05
0.153,0.158780849,0.05
0.154,0.158239553,0.05
0.155,0.15769925,0.05
0.156,0.157159943,0.05
0.157,0.156621637,0.05
0.158,0.156084335,0.05
0.159,0.155548041,0.05
0.16,0.155012759,0.05
0.161,0.154478494,0.05
0.162,0.153945248,0.05
0.163,0.153413025,0.05
0.164,0.15288183,0.05
0.165,0.152351665,0.05
0.166,0.151822535,0.05
0.167,0.151294443,0.05
0.168,0.150767392,0.05
0.169,0.150241386,0.05
0.17,0.149716429,0.05
0.171,0.149192523,0.05
0.172,0.148669673,0.05
0.173,0.148147881,0.05
0.174,0.147627151,0.05
0.175,0.147107486,0.05
0.176,0.146588889,0.05
0.177,0.146071364,0.05
0.178,0.145554914,0.05
0.179,0.145039541,0.05
0.18,0.144525249,0.05
0.181,0.14401204,0.05
0.182,0.143499919,0.05
0.183,0.142988887,0.05
0.184,0.142478947,0.05
0.185,0.141970103,0.05
0.186,0.141462357,0.05
0.187,0.140955712,0.05
0.188,0.140450171,0.05
0.189,0.139945737,0.05
0.19,0.139442411,0.05
0.191,0.138940197,0.05
0.192,0.138439097,0.05
0.193,0.137939115,0.05
0.194,0.137440251,0.05
0.195,0.136942509,0.05
0.196,0.136445892,0.05
0.197,0.135950401,0.05
0.198,0.135456039,0.05
0.199,0.134962808,0.05
0.2,0.134470711,0.05
0.201,0.133979749,0.05
0.202,0.133489925,0.05
0.203,0.133001242,0.05
0.204,0.1325137,0.05
0.205,0.132027303,0.05
0.206,0.131542052,0.05
0.207,0.131057949,0.05
0.208,0.130574997,0.05
0.209,0.130093197,0.05
0.21,0.12961255,0.05
0.211,0.12913306,0.05
0.212,0.128654727,0.05
0.213,0.128177554,0.05
0.214,0.127701542,0.05
0.215,0.127226693,0.05
0.216,0.126753008,0.05
0.217,0.12628049,0.05
0.218,0.125809139,0.05
0.219,0.125338958,0.05
0.22,0.124869947,0.05
0.221,0.124402109,0.05
0.222,0.123935444,0.05
0.223,0.123469955,0.05
0.224,0.123005642,0.05
0.225,0.122542507,0.05
0.226,0.12208055,0.05
0.227,0.121619775,0.05
0.228,0.12116018,0.05
0.229,0.120701769,0.05
0.23,0.120244542,0.05
0.231,0.119788499,0.05
0.232,0.119333643,0.05
0.233,0.118879973,0.05
0.234,0.118427492,0.05
0.235,0.1179762,0.05
0.236,0.117526098,0.05
0.237,0.117077187,0.05
0.238,0.116629468,0.05
0.239,0.116182941,0.05
0.24,0.115737608,0.05
0.241,0.115293469,0.05
0.242,0.114850525,0.05
0.243,0.114408777,0.05
0.244,0.113968225,0.05
0.245,0.11352887,0.05
0.246,0.113090713,0.05
0.247,0.112653754,0.05
0.248,0.112217993,0.05
0.249,0.111783431,0.05
0.25,0.111350069,0.05
0.251,0.110917908,0.05
0.252,0.110486946,0.05
0.253,0.110057185,0.05
0.254,0.109628626,0.05
0.255,0.109201268,0.05
0.256,0.108775112,0.05
0.257,0.108350158,0.05
0.258,0.107926405,0.05
0.259,0.107503856,0.05
0.26,0.107082508,0.05
0.261,0.106662364,0.05
0.262,0.106243422,0.05
0.263,0.105825683,0.05
0.264,0.105409147,0.05
0.265,0.104993813,0.05
0.266,0.104579683,0.05
0.267,0.104166755,0.05
0.268,0.103755029,0.05
0.269,0.103344506,0.05
